ds,yhat,yhat_lower,yhat_upper
2020-03-05,2529.7691560135713,616.0149204010615,4353.583149038912
2020-03-06,2420.326070751156,623.6904534768674,4437.135267833625
2020-03-07,3358.2621986634567,1417.9043131251851,5347.390367202021
2020-03-08,2737.4458214383367,769.4784467313709,4600.843923091385
2020-03-09,2190.935727373491,287.76601125040975,4104.519072777406
2020-03-10,2984.0574864004498,1147.6140159664765,4671.941865537051
2020-03-11,2387.8817327278175,485.7223808542643,4155.129517356833
2020-03-12,2512.338531348451,640.493563524957,4496.72305991479
2020-03-13,2402.8954460880746,504.3696168787416,4297.4855985751165
2020-03-14,3340.831573997601,1429.0222335408012,5360.04967765036
2020-03-15,2720.015196775097,655.5583659511077,4617.51205789222
2020-03-16,2173.5051027076956,224.7999869573085,4136.093867496073
2020-03-17,2966.626861734262,1154.0185835195787,4860.097022802165
2020-03-18,2370.4511080614443,412.2706161788242,4211.212169900501
2020-03-19,2494.907906683331,568.9979116108922,4359.647818309789
2020-03-20,2385.4648214188205,535.4574295164806,4272.283714196804
2020-03-21,3323.400949331745,1473.7347384071848,5203.738458602056
2020-03-22,2702.584572107381,783.2321074986273,4544.962919957556
2020-03-23,2156.074478043904,309.7055052969652,4062.6175695448746
2020-03-24,2949.196237070823,1169.7605906328884,4952.280771924688
2020-03-25,2353.0204833975686,500.0587055070055,4276.238345520098
2020-03-26,2477.4772820171625,614.8754211358363,4261.546160981757
2020-03-27,2368.0341967543222,536.0551903993254,4276.922210239386
2020-03-28,3305.9703246679173,1385.3012305118293,5250.130687447519
2020-03-29,2685.1539474419023,732.884395192383,4489.133440015429
